"","GBS_weighted_mean","GBS_weighted_median","GBS_weighted_min","GBS_weighted_max","GBS_weighted_Std_dev","monthID","date","year","month"
"273",6.15771480122653,6.21287454946474,3.51031524019582,7.3758271020496,0.544504642530529,"2020jan",2020-01-01,2020,1
"274",16.9701380032013,16.6883253301321,13.50075030012,23.87449979992,1.8200187434974,"2020jul",2020-07-01,2020,7
"275",10.58761,10.6875,8,15.25,0.94062,"2020jun",2020-06-01,2020,6
"276",5.131555,5.25,3.25,6.0625,0.608195,"2020mar",2020-03-01,2020,3
"277",6.30256,6.35598,4.663045,7.235795,0.46502,"2020may",2020-05-01,2020,5
"278",12.1023,12.0625,10.125,13.8125,0.595105,"2020nov",2020-11-01,2020,11
"279",14.274295,14.3125,12.9375,15.4375,0.423515,"2020oct",2020-10-01,2020,10
"280",16.645715,16.6875,15.375,18.4375,0.429765,"2020sep",2020-09-01,2020,9
"281",5.449725,5.5,4,7,0.626535,"2021apr",2021-04-01,2021,4
"282",18.457095,18.6875,15,20.9375,1.04412,"2021aug",2021-08-01,2021,8
"283",10.29687,10.1875,8.1875,13.5625,0.580975,"2021dec",2021-12-01,2021,12
"284",6.0855434742274,6.21537803676002,1.19424392647997,8.28580332811503,0.901643695715197,"2021feb",2021-02-01,2021,2
"285",7.75667231558304,7.68803741137426,3.62464172575049,13.6357482274853,1.07111856086891,"2021jan",2021-01-01,2021,1
"286",15.99756,16.0625,13.5,19.3125,0.906385,"2021jul",2021-07-01,2021,7
"287",13.12607,13.125,9.8125,15.625,1.05904,"2021jun",2021-06-01,2021,6
"288",4.05702319327731,4.14390756302521,0.772415966386555,5.8156512605042,0.95845256302521,"2021mar",2021-03-01,2021,3
"289",8.13293,8.1875,7,9.5,0.39729,"2021may",2021-05-01,2021,5
"290",12.0428518414732,12.0005004003203,7.62710168134508,18.312550040032,0.931862794235388,"2021nov",2021-11-01,2021,11
"291",15.90883,15.75,13.8125,19.9375,0.752465,"2021oct",2021-10-01,2021,10
"292",17.66691,17.625,16.1875,19.5,0.578315,"2021sep",2021-09-01,2021,9
"293",6.528475,6.52604,5.26461,7.520835,0.337155,"2022apr",2022-04-01,2022,4
"294",6.35937,6.5,4.0625,7.375,0.60215,"2022feb",2022-02-01,2022,2
"295",7.69949553281382,8.16054830532344,2.22411041216787,9.85828795418271,1.21673076424749,"2022jan",2022-01-01,2022,1
"296",5.90711887892601,6.13752316786054,3.76066598206682,6.89065395982568,0.572448764213795,"2022mar",2022-03-01,2022,3
